wavelength_nm,R_no_gap_percent,R_1mm_air_gap_only_percent,R_sio2_reference_1mm_air_gap_percent
402.68,18.28031399240857,18.280313992408573,35.428728334829856
402.7,18.2775995561588,18.277599556158787,37.70668548799693
402.72,18.274885258567082,18.274885258567068,13.826021313534914
402.74,18.27217109978631,18.27217109978631,7.860691721108859
402.76,18.269457079969346,18.269457079969346,34.50859272512822
402.78,18.266743199268937,18.266743199268944,38.293971578002505
402.8,18.264029457837815,18.26402945783782,15.467995029395013
402.82,18.261315855828673,18.261315855828673,6.593206711927698
402.84,18.25860239339408,18.258602393394114,33.47671906502814
402.86,18.255889070686663,18.25588907068666,38.81244555872582
402.88,18.253175887858898,18.253175887858895,17.17883107007512
402.9,18.25046284506326,18.250462845063236,5.441344504774567
402.92,18.24774994245208,18.247749942452096,32.32687196172534
