Wavelength(um),Intensity
4.250062515628907356e-01,5.099423965591000030e-25
4.251062765691422940e-01,5.063355255121999597e-25
4.252063015753938524e-01,4.868047814660000338e-25
4.253063265816454108e-01,5.191693580142999914e-25
4.254063515878969692e-01,4.834288389821999705e-25
4.255063765941485832e-01,5.070536697544999951e-25
4.256064016004001416e-01,5.022348120971000084e-25
4.257064266066517000e-01,4.840251242782999759e-25
4.258064516129032584e-01,5.155070584279000383e-25
4.259064766191548168e-01,4.798870787135999610e-25
4.260065016254063752e-01,5.041535002755999597e-25
4.261065266316579336e-01,4.982076136821999675e-25
4.262065516379094920e-01,4.812869118979000064e-25
4.263065766441610505e-01,5.118756580448000257e-25
4.264066016504126089e-01,4.764295766152999911e-25
4.265066266566641673e-01,5.012688536122000395e-25
4.266066516629157812e-01,4.942116902899999645e-25
4.267066766691673396e-01,4.785024243690999846e-25
4.268067016754188980e-01,5.081720800244999816e-25
4.269067266816704564e-01,4.730212630589000307e-25
4.270067516879220149e-01,4.983810378484000190e-25
4.271067766941735733e-01,4.902656963431000100e-25
4.272068017004251317e-01,4.758414112046999724e-25
4.273068267066766901e-01,5.045466088421000012e-25
4.274068517129282485e-01,4.696567488379999659e-25
4.275068767191798069e-01,4.954936561883000164e-25
4.276069017254313653e-01,4.863435128107999985e-25
4.277069267316829237e-01,4.731744396848999584e-25
4.278069517379344822e-01,5.009155328810999681e-25
4.279069767441860961e-01,4.663593356329999885e-25
4.280070017504376545e-01,4.926384038122000285e-25
4.281070267566892129e-01,4.824670905595000372e-25
4.282070517629407713e-01,4.705278513968999565e-25
4.283070767691923297e-01,4.973046225710000170e-25
4.284071017754438881e-01,4.630971327863999588e-25
4.285071267816954466e-01,4.897627797079999862e-25
4.286071517879470050e-01,4.786652945527999763e-25
4.287071767941985634e-01,4.679598467862999775e-25
4.288072018004501218e-01,4.937213464374000116e-25
4.289072268067016802e-01,4.599108115816999722e-25
4.290072518129532386e-01,4.869033704044000166e-25
4.291072768192047970e-01,4.748494232034999922e-25
4.292073018254564110e-01,4.653673438657999718e-25
4.293073268317079694e-01,4.901322234618999901e-25
4.294073518379595278e-01,4.567381821210999892e-25
4.295073768442110862e-01,4.840435312150999594e-25
4.296074018504626446e-01,4.711197016922000215e-25
4.297074268567142030e-01,4.628466437063000368e-25
4.298074518629657614e-01,4.866044783531000160e-25
4.299074768692173198e-01,4.536755220035000083e-25
4.300075018754688783e-01,4.812345670822000029e-25
4.301075268817204367e-01,4.674539986438999612e-25
4.302075518879719951e-01,4.603422254383999970e-25
4.303075768942236090e-01,4.830579453161999565e-25
4.304076019004751674e-01,4.506233219601000064e-25
4.305076269067267258e-01,4.783786953694999599e-25
4.306076519129782842e-01,4.637637327495000044e-25
4.307076769192298427e-01,4.578227032422999937e-25
4.308077019254814011e-01,4.795087218718000456e-25
4.309077269317329595e-01,4.476124656576999972e-25
4.310077519379845179e-01,4.755440503193999604e-25
4.311077769442360763e-01,4.601374263747999965e-25
4.312078019504876347e-01,4.553678044267999885e-25
4.313078269567391931e-01,4.760396188388999707e-25
4.314078519629907515e-01,4.446953704088000445e-25
4.315078769692423100e-01,4.727578513893000027e-25
4.316079019754939239e-01,4.565724208542000308e-25
4.317079269817454823e-01,4.529104188994999773e-25
4.318079519879970407e-01,4.725640488949999790e-25
4.319079769942485991e-01,4.417886237961999840e-25
4.320080020005001575e-01,4.699230133623000380e-25
4.321080270067517159e-01,4.530557900352000333e-25
4.322080520130032744e-01,4.504905005821000341e-25
4.323080770192548328e-01,4.690748814325999689e-25
4.324081020255063912e-01,4.389196556684000354e-25
4.325081270317579496e-01,4.670923644159999629e-25
4.326081520380095080e-01,4.495551356943999791e-25
4.327081770442610664e-01,4.480906662244999579e-25
4.328082020505126248e-01,4.656106798619999704e-25
4.329082270567642388e-01,4.360966606047000139e-25
4.330082520630157972e-01,4.642837792838999838e-25
4.331082770692673556e-01,4.461049674325999544e-25
4.332083020755189140e-01,4.457335294324999588e-25
4.333083270817704724e-01,4.621956589451999660e-25
4.334083520880220308e-01,4.333227806223000011e-25
4.335083770942735892e-01,4.614792871186000185e-25
4.336084021005251476e-01,4.426717915441000122e-25
4.337084271067767061e-01,4.433638137549999927e-25
4.338084521130282645e-01,4.588155029426000456e-25
4.339084771192798229e-01,4.306301175731000448e-25
4.340085021255314368e-01,4.587140140231000157e-25
4.341085271317829397e-01,4.393150081676000077e-25
4.342085521380345536e-01,4.410211029306000222e-25
4.343085771442861120e-01,4.554173983842000305e-25
4.344086021505376705e-01,4.279426047106000386e-25
4.345086271567892289e-01,4.559500950836999735e-25
4.346086521630407873e-01,4.360014364945999751e-25
4.347086771692923457e-01,4.387162061149000004e-25
4.348087021755439041e-01,4.520636935537999651e-25
4.349087271817954625e-01,4.252781930146000186e-25
4.350087521880470209e-01,4.531682244302999908e-25
4.351087771942985793e-01,4.327099230697000240e-25
4.352088022005501378e-01,4.363987045964999698e-25
4.353088272068017517e-01,4.487191948082999817e-25
4.354088522130533101e-01,4.226697384784999754e-25
4.355088772193048685e-01,4.504342944057000312e-25
4.356089022255564269e-01,4.294853160553999930e-25
4.357089272318079853e-01,4.341051742425000076e-25
