Wavelength (um), Intensity
0.602590, 0.382325
0.602600, 0.402454
0.602610, 0.477805
0.602620, 0.552052
0.602630, 0.596742
0.602640, 0.606834
0.602650, 0.582302
0.602660, 0.523883
0.602670, 0.44359
0.602680, 0.384285
0.602690, 0.397804
0.602700, 0.470867
0.602710, 0.546826
0.602720, 0.594379
0.602730, 0.607398
0.602740, 0.585807
0.602750, 0.530081
0.602760, 0.450463
0.602770, 0.386895
0.602780, 0.393461
0.602790, 0.463691
0.602800, 0.541201
0.602810, 0.591679
0.602820, 0.607721
0.602830, 0.589163
0.602840, 0.536278
0.602850, 0.457668
0.602860, 0.390185
0.602870, 0.389508
0.602880, 0.456314
0.602890, 0.535163
0.602900, 0.588616
0.602910, 0.607778
0.602920, 0.592344
0.602930, 0.542444
0.602940, 0.465172
0.602950, 0.394179
0.602960, 0.386035
0.602970, 0.448777
0.602980, 0.528702
0.602990, 0.585165
0.603000, 0.607544
0.603010, 0.595325
0.603020, 0.548545
0.603030, 0.472937
0.603040, 0.398889
0.603050, 0.383132
0.603060, 0.441137
0.603070, 0.521812
0.603080, 0.581299
0.603090, 0.606993
0.603100, 0.59808
0.603110, 0.554548
0.603120, 0.480922
0.603130, 0.404317
0.603140, 0.380895
0.603150, 0.433458
0.603160, 0.514489
0.603170, 0.576994
0.603180, 0.606097
0.603190, 0.60058
0.603200, 0.560419
0.603210, 0.489081
0.603220, 0.410455
0.603230, 0.379414
0.603240, 0.425821
0.603250, 0.506738
0.603260, 0.572223
0.603270, 0.604828
0.603280, 0.6028
0.603290, 0.566124
0.603300, 0.497363
0.603310, 0.41728
0.603320, 0.378778
0.603330, 0.418318
0.603340, 0.498571
0.603350, 0.566961
0.603360, 0.603158
0.603370, 0.604711
0.603380, 0.571627
0.603390, 0.505719
0.603400, 0.424758
0.603410, 0.379069
0.603420, 0.411053
0.603430, 0.490007
0.603440, 0.561184
0.603450, 0.601056
0.603460, 0.606285
0.603470, 0.576896
0.603480, 0.514095
0.603490, 0.432845
0.603500, 0.380356
0.603510, 0.404148
0.603520, 0.481079
0.603530, 0.554869
0.603540, 0.59849
0.603550, 0.607491
0.603560, 0.581895
0.603570, 0.522435
0.603580, 0.441483
0.603590, 0.382697
0.603600, 0.397733
0.603610, 0.471832
0.603620, 0.547997
0.603630, 0.59543
0.603640, 0.6083
0.603650, 0.58659
0.603660, 0.530687
0.603670, 0.450605
0.603680, 0.386131
0.603690, 0.391948
0.603700, 0.462325
0.603710, 0.540554
0.603720, 0.591841
0.603730, 0.608681
0.603740, 0.590948
0.603750, 0.538795
0.603760, 0.460137
0.603770, 0.390676
0.603780, 0.386943
0.603790, 0.452638
0.603800, 0.532528
0.603810, 0.587692
0.603820, 0.608602
0.603830, 0.594935
0.603840, 0.546706
0.603850, 0.469996
0.603860, 0.396329
0.603870, 0.382868
0.603880, 0.442867
0.603890, 0.523919
0.603900, 0.582948
0.603910, 0.608028
0.603920, 0.598517
0.603930, 0.554369
0.603940, 0.480096
0.603950, 0.403063
0.603960, 0.379871
0.603970, 0.433132
0.603980, 0.514733
0.603990, 0.577577
0.604000, 0.606927
0.604010, 0.601661
0.604020, 0.561731
0.604030, 0.490345
0.604040, 0.410828
0.604050, 0.378092
0.604060, 0.423575
0.604070, 0.50499
0.604080, 0.571547
0.604090, 0.605261
0.604100, 0.604332
0.604110, 0.568744
0.604120, 0.500653
0.604130, 0.41955
0.604140, 0.377654
0.604150, 0.41436
0.604160, 0.494725
0.604170, 0.564829
0.604180, 0.602995
0.604190, 0.606496
0.604200, 0.575362
0.604210, 0.510929
0.604220, 0.429135
0.604230, 0.378658
0.604240, 0.405673
0.604250, 0.48399
0.604260, 0.557396
0.604270, 0.600089
0.604280, 0.608117
0.604290, 0.581539
0.604300, 0.521083
0.604310, 0.43947
0.604320, 0.381176
0.604330, 0.397719
0.604340, 0.472863
0.604350, 0.549228
0.604360, 0.596504
0.604370, 0.60916
0.604380, 0.587231
0.604390, 0.531031
0.604400, 0.450429
0.604410, 0.385243
0.604420, 0.390713
0.604430, 0.461445
0.604440, 0.540312
0.604450, 0.5922
0.604460, 0.609588
0.604470, 0.592398
0.604480, 0.540689
0.604490, 0.461873
0.604500, 0.390857
0.604510, 0.384881
0.604520, 0.449869
0.604530, 0.530645
0.604540, 0.587138
0.604550, 0.609362
0.604560, 0.596997
0.604570, 0.549981
0.604580, 0.473659
0.604590, 0.397972
0.604600, 0.380442
0.604610, 0.438298
0.604620, 0.520237
0.604630, 0.581277
0.604640, 0.608443
0.604650, 0.60099
0.604660, 0.558837
0.604670, 0.485642
0.604680, 0.406502
0.604690, 0.377599
0.604700, 0.426933
0.604710, 0.509119
0.604720, 0.574579
0.604730, 0.606787
0.604740, 0.604337
0.604750, 0.567188
0.604760, 0.497678
0.604770, 0.416324
0.604780, 0.376531
0.604790, 0.416007
0.604800, 0.497341
0.604810, 0.56701
0.604820, 0.604353
0.604830, 0.606998
0.604840, 0.574975
0.604850, 0.509628
0.604860, 0.427279
0.604870, 0.377374
0.604880, 0.405787
0.604890, 0.484985
0.604900, 0.558542
0.604910, 0.601096
0.604920, 0.608934
0.604930, 0.582141
0.604940, 0.521361
0.604950, 0.439184
0.604960, 0.380212
0.604970, 0.396565
0.604980, 0.472166
0.604990, 0.549153
0.605000, 0.596968
0.605010, 0.610103
0.605020, 0.588633
0.605030, 0.532755
0.605040, 0.451836
0.605050, 0.385069
0.605060, 0.388646
0.605070, 0.459038
0.605080, 0.538835
0.605090, 0.591923
0.605100, 0.610463
0.605110, 0.594402
0.605120, 0.543698
0.605130, 0.465022
0.605140, 0.391905
0.605150, 0.38234
0.605160, 0.445803
0.605170, 0.527598
0.605180, 0.585915
0.605190, 0.609971
0.605200, 0.599402
0.605210, 0.55409
0.605220, 0.478526
0.605230, 0.400611
0.605240, 0.377938
0.605250, 0.432711
0.605260, 0.515472
0.605270, 0.578898
0.605280, 0.608579
0.605290, 0.603588
0.605300, 0.563842
0.605310, 0.492138
0.605320, 0.411019
0.605330, 0.375696
0.605340, 0.420062
0.605350, 0.502521
0.605360, 0.570832
0.605370, 0.606239
0.605380, 0.606917
0.605390, 0.572873
0.605400, 0.50566
0.605410, 0.422907
0.605420, 0.375809
0.605430, 0.408203
0.605440, 0.488844
0.605450, 0.561683
0.605460, 0.6029
0.605470, 0.609345
0.605480, 0.581115
0.605490, 0.518906
0.605500, 0.436014
0.605510, 0.378398
0.605520, 0.397519
0.605530, 0.474589
0.605540, 0.551427
0.605550, 0.59851
0.605560, 0.610826
0.605570, 0.588504
0.605580, 0.53171
0.605590, 0.450052
0.605600, 0.383489
0.605610, 0.388415
0.605620, 0.459958
0.605630, 0.54006
0.605640, 0.593015
0.605650, 0.611315
0.605660, 0.594983
0.605670, 0.543925
0.605680, 0.464723
0.605690, 0.391014
0.605700, 0.381297
0.605710, 0.445219
0.605720, 0.527598
0.605730, 0.586362
0.605740, 0.610762
0.605750, 0.600502
0.605760, 0.555423
0.605770, 0.47973
0.605780, 0.400805
0.605790, 0.37654
0.605800, 0.430704
0.605810, 0.514092
0.605820, 0.578501
0.605830, 0.609116
0.605840, 0.60501
0.605850, 0.566094
0.605860, 0.494792
0.605870, 0.41261
0.605880, 0.37446
0.605890, 0.416818
0.605900, 0.499635
0.605910, 0.569387
0.605920, 0.606322
0.605930, 0.608462
0.605940, 0.575845
0.605950, 0.509647
0.605960, 0.426106
0.605970, 0.375278
0.605980, 0.404021
0.605990, 0.484375
0.606000, 0.558988
0.606010, 0.602322
0.606020, 0.610808
0.606030, 0.584596
0.606040, 0.524064
0.606050, 0.440926
0.606060, 0.379095
0.606070, 0.39282
0.606080, 0.46853
0.606090, 0.547287
0.606100, 0.597056
0.606110, 0.612001
0.606120, 0.592278
0.606130, 0.537839
0.606140, 0.456676
0.606150, 0.385879
0.606160, 0.383733
0.606170, 0.452393
0.606180, 0.534296
0.606190, 0.590465
0.606200, 0.611989
0.606210, 0.598833
0.606220, 0.550801
0.606230, 0.472962
0.606240, 0.395459
0.606250, 0.377258
0.606260, 0.436349
0.606270, 0.520062
0.606280, 0.58249
0.606290, 0.610717
0.606300, 0.604205
0.606310, 0.562805
0.606320, 0.48941
0.606330, 0.40754
0.606340, 0.373821
0.606350, 0.420872
0.606360, 0.504684
0.606370, 0.573079
0.606380, 0.608125
0.606390, 0.608344
0.606400, 0.573735
0.606410, 0.505675
0.606420, 0.421722
0.606430, 0.373732
0.606440, 0.406518
0.606450, 0.488328
0.606460, 0.562193
0.606470, 0.604151
0.606480, 0.611199
0.606490, 0.583493
0.606500, 0.521455
0.606510, 0.437538
0.606520, 0.377147
0.606530, 0.393906
0.606540, 0.471245
0.606550, 0.549813
0.606560, 0.598728
0.606570, 0.61272
0.606580, 0.592
0.606590, 0.536492
0.606600, 0.45449
0.606610, 0.38404
0.606620, 0.383678
0.606630, 0.453786
0.606640, 0.53595
0.606650, 0.591791
0.606660, 0.612851
0.606670, 0.599191
0.606680, 0.550572
0.606690, 0.472076
0.606700, 0.394201
0.606710, 0.376448
0.606720, 0.436413
0.606730, 0.520666
0.606740, 0.583273
0.606750, 0.611533
0.606760, 0.605006
0.606770, 0.563522
0.606780, 0.489825
0.606790, 0.40725
0.606800, 0.372735
0.606810, 0.419707
0.606820, 0.504082
0.606830, 0.573119
0.606840, 0.608701
0.606850, 0.609393
0.606860, 0.575206
0.606870, 0.507313
0.606880, 0.422678
0.606890, 0.372904
0.606900, 0.404349
0.606910, 0.486411
0.606920, 0.561288
0.606930, 0.604288
0.606940, 0.612299
0.606950, 0.585516
0.606960, 0.524176
0.606970, 0.439894
0.606980, 0.377109
0.606990, 0.391097
0.607000, 0.467971
0.607010, 0.547764
0.607020, 0.598219
0.607030, 0.613668
0.607040, 0.594366
0.607050, 0.540111
0.607060, 0.458275
0.607070, 0.385263
0.607080, 0.380723
0.607090, 0.449211
0.607100, 0.532579
0.607110, 0.590422
0.607120, 0.613444
0.607130, 0.601688
0.607140, 0.554877
0.607150, 0.477212
0.607160, 0.397047
0.607170, 0.373941
0.607180, 0.430724
0.607190, 0.515824
0.607200, 0.580826
0.607210, 0.611559
0.607220, 0.607423
0.607230, 0.568284
0.607240, 0.496148
0.607250, 0.411933
0.607260, 0.371322
0.607270, 0.413245
0.607280, 0.49768
0.607290, 0.569375
0.607300, 0.607944
0.607310, 0.611515
0.607320, 0.58019
0.607330, 0.514596
0.607340, 0.429254
0.607350, 0.373204
0.607360, 0.397625
0.607370, 0.478445
0.607380, 0.556035
0.607390, 0.602521
0.607400, 0.61391
0.607410, 0.590486
0.607420, 0.532153
0.607430, 0.448268
0.607440, 0.379641
0.607450, 0.384781
0.607460, 0.458565
0.607470, 0.540814
0.607480, 0.595209
0.607490, 0.614549
0.607500, 0.599088
0.607510, 0.548498
0.607520, 0.468224
0.607530, 0.390379
0.607540, 0.375604
0.607550, 0.438651
0.607560, 0.523784
0.607570, 0.585928
0.607580, 0.613366
0.607590, 0.605932
0.607600, 0.563386
0.607610, 0.488424
0.607620, 0.404883
0.607630, 0.370853
0.607640, 0.419496
0.607650, 0.50511
0.607660, 0.574611
0.607670, 0.610289
0.607680, 0.610958
0.607690, 0.576633
0.607700, 0.508254
0.607710, 0.42241
0.607720, 0.37104
0.607730, 0.402051
0.607740, 0.485086
0.607750, 0.561208
0.607760, 0.605236
0.607770, 0.614112
0.607780, 0.588106
0.607790, 0.527205
0.607800, 0.442094
0.607810, 0.376341
0.607820, 0.387371
0.607830, 0.464169
0.607840, 0.545716
0.607850, 0.59812
0.607860, 0.615334
0.607870, 0.597708
0.607880, 0.544877
0.607890, 0.463042
0.607900, 0.38655
0.607910, 0.376515
0.607920, 0.443015
0.607930, 0.528196
0.607940, 0.588853
0.607950, 0.614558
0.607960, 0.605365
0.607970, 0.560965
0.607980, 0.484411
0.607990, 0.401106
0.608000, 0.370414
0.608010, 0.422495
0.608020, 0.508814
0.608030, 0.577356
0.608040, 0.611708
0.608050, 0.611018
0.608060, 0.575251
0.608070, 0.50546
0.608080, 0.419169
0.608090, 0.369722
0.608100, 0.403679
0.608110, 0.487878
0.608120, 0.563574
0.608130, 0.606699
0.608140, 0.614611
0.608150, 0.58758
0.608160, 0.525582
0.608170, 0.439736
0.608180, 0.374695
0.608190, 0.387773
0.608200, 0.46589
0.608210, 0.547495
0.608220, 0.599435
0.608230, 0.616083
0.608240, 0.597843
0.608250, 0.544303
0.608260, 0.461761
0.608270, 0.385127
0.608280, 0.376004
0.608290, 0.443582
0.608300, 0.529187
0.608310, 0.589823
0.608320, 0.615366
0.608330, 0.605963
0.608340, 0.561274
0.608350, 0.484261
0.608360, 0.400377
0.608370, 0.36945
0.608380, 0.421941
0.608390, 0.508834
0.608400, 0.577774
0.608410, 0.61238
0.608420, 0.61188
0.608430, 0.576246
0.608440, 0.506381
0.608450, 0.419467
0.608460, 0.368859
0.608470, 0.402191
0.608480, 0.486791
0.608490, 0.563231
0.608500, 0.607033
0.608510, 0.615536
0.608520, 0.589053
0.608530, 0.527431
0.608540, 0.44123
0.608550, 0.374493
0.608560, 0.385716
0.608570, 0.46364
0.608580, 0.546188
0.608590, 0.599224
0.608600, 0.616871
0.608610, 0.599583
0.608620, 0.546884
0.608630, 0.464464
0.608640, 0.386064
0.608650, 0.373905
0.608660, 0.44024
0.608670, 0.526732
0.608680, 0.588849
0.608690, 0.615811
0.608700, 0.607759
0.608710, 0.564362
0.608720, 0.488055
0.608730, 0.402771
0.608740, 0.367947
0.608750, 0.417749
0.608760, 0.505096
0.608770, 0.575819
0.608780, 0.612272
0.608790, 0.613521
0.608800, 0.57961
0.608810, 0.51106
0.608820, 0.423441
0.608830, 0.368602
0.608840, 0.397593
0.608850, 0.481724
0.608860, 0.560076
0.608870, 0.606152
0.608880, 0.616812
0.608890, 0.592459
0.608900, 0.532735
0.608910, 0.446715
0.608920, 0.376031
0.608930, 0.381355
0.608940, 0.457335
0.608950, 0.541637
0.608960, 0.597341
0.608970, 0.617567
0.608980, 0.602804
0.608990, 0.552533
0.609000, 0.471237
0.609010, 0.389742
0.609020, 0.37057
0.609030, 0.43298
0.609040, 0.520638
0.609050, 0.585729
0.609060, 0.61571
0.609070, 0.610572
0.609080, 0.570077
0.609090, 0.495796
0.609100, 0.408678
0.609110, 0.366461
0.609120, 0.410057
0.609130, 0.497403
0.609140, 0.571227
0.609150, 0.611142
0.609160, 0.615707
0.609170, 0.585122
0.609180, 0.519399
0.609190, 0.43141
0.609200, 0.369671
0.609210, 0.390246
0.609220, 0.472522
0.609230, 0.553797
0.609240, 0.603754
0.609250, 0.618151
0.609260, 0.597516
0.609270, 0.541295
0.609280, 0.456382
0.609290, 0.380103
0.609300, 0.375333
0.609310, 0.446932
0.609320, 0.533499
0.609330, 0.593423
0.609340, 0.617832
0.609350, 0.607167
0.609360, 0.560958
0.609370, 0.482114
0.609380, 0.396917
0.609390, 0.366932
0.609400, 0.421967
0.609410, 0.510563
0.609420, 0.580038
0.609430, 0.614663
0.609440, 0.614012
0.609450, 0.578043
0.609460, 0.507349
0.609470, 0.418705
0.609480, 0.366152
0.609490, 0.399341
0.609500, 0.485469
0.609510, 0.563522
0.609520, 0.608532
0.609530, 0.617996
0.609540, 0.592338
0.609550, 0.531108
0.609560, 0.443757
0.609570, 0.373327
0.609580, 0.381013
0.609590, 0.459049
0.609600, 0.54388
0.609610, 0.599314
0.609620, 0.619056
0.609630, 0.60372
0.609640, 0.552691
0.609650, 0.47035
0.609660, 0.387901
0.609670, 0.368917
0.609680, 0.432564
0.609690, 0.521266
0.609700, 0.586881
0.609710, 0.617111
0.609720, 0.612116
0.609730, 0.571634
0.609740, 0.496953
0.609750, 0.408553
0.609760, 0.364585
0.609770, 0.407731
0.609780, 0.496072
0.609790, 0.571129
0.609800, 0.612053
0.609810, 0.617472
0.609820, 0.587653
0.609830, 0.522346
0.609840, 0.433473
0.609850, 0.368771
0.609860, 0.386636
0.609870, 0.469042
0.609880, 0.552019
0.609890, 0.603755
0.609900, 0.61973
0.609910, 0.600588
0.609920, 0.545639
0.609930, 0.460713
0.609940, 0.381236
0.609950, 0.371474
0.609960, 0.441376
0.609970, 0.529649
0.609980, 0.592078
0.609990, 0.618815
0.610000, 0.610349
0.610010, 0.566238
0.610020, 0.488478
0.610030, 0.400778
0.610040, 0.364145
0.610050, 0.414793
0.610060, 0.504345
0.610070, 0.576896
0.610080, 0.614626
0.610090, 0.616883
0.610100, 0.58378
0.610110, 0.515299
0.610120, 0.425522
0.610130, 0.365797
0.610140, 0.39148
0.610150, 0.476786
0.610160, 0.55814
0.610170, 0.607033
0.610180, 0.620135
0.610190, 0.598062
0.610200, 0.540094
0.610210, 0.453314
0.610220, 0.376489
0.610230, 0.373857
0.610240, 0.448132
0.610250, 0.535865
0.610260, 0.595889
0.610270, 0.620038
0.610280, 0.608978
0.610290, 0.562134
0.610300, 0.482105
0.610310, 0.395148
0.610320, 0.364149
0.610330, 0.420118
0.610340, 0.510352
0.610350, 0.581053
0.610360, 0.616492
0.610370, 0.61647
0.610380, 0.580975
0.610390, 0.510183
0.610400, 0.419836
0.610410, 0.363848
0.610420, 0.395037
0.610430, 0.482239
0.610440, 0.56243
0.610450, 0.609367
0.610460, 0.620489
0.610470, 0.596371
0.610480, 0.536277
0.610490, 0.448204
0.610500, 0.373274
0.610510, 0.375521
0.610520, 0.452677
0.610530, 0.540047
0.610540, 0.59851
0.610550, 0.620972
0.610560, 0.608202
0.610570, 0.559529
0.610580, 0.477955
0.610590, 0.391444
0.610600, 0.364083
0.610610, 0.423449
0.610620, 0.514158
0.610630, 0.583765
0.610640, 0.617823
0.610650, 0.616407
0.610660, 0.579423
0.610670, 0.507149
0.610680, 0.416338
0.610690, 0.362507
0.610700, 0.396975
0.610710, 0.485391
0.610720, 0.56502
0.610730, 0.610908
0.610740, 0.620942
0.610750, 0.595676
0.610760, 0.534342
0.610770, 0.445405
0.610780, 0.371302
0.610790, 0.376105
0.610800, 0.454924
0.610810, 0.542284
0.610820, 0.600067
0.610830, 0.621745
0.610840, 0.608157
0.610850, 0.558567
0.610860, 0.476106
0.610870, 0.389514
0.610880, 0.363617
0.610890, 0.424628
0.610900, 0.515804
0.610910, 0.585132
0.610920, 0.618723
0.610930, 0.616804
0.610940, 0.579244
0.610950, 0.506297
0.610960, 0.414986
0.610970, 0.361522
0.610980, 0.397097
0.610990, 0.48623
0.611000, 0.565978
0.611010, 0.611737
0.611020, 0.621577
0.611030, 0.59607
0.611040, 0.534385
0.611050, 0.444942
0.611060, 0.370428
0.611070, 0.375415
0.611080, 0.454812
0.611090, 0.542609
0.611100, 0.600617
0.611110, 0.622417
0.611120, 0.608908
0.611130, 0.55932
0.611140, 0.476615
0.611150, 0.389309
0.611160, 0.362604
0.611170, 0.42357
0.611180, 0.515288
0.611190, 0.585184
0.611200, 0.619228
0.611210, 0.6177
0.611220, 0.580488
0.611230, 0.507681
0.611240, 0.415797
0.611250, 0.360825
0.611260, 0.395319
0.611270, 0.484724
0.611280, 0.565307
0.611290, 0.611864
0.611300, 0.622409
0.611310, 0.597576
0.611320, 0.536441
0.611330, 0.446862
0.611340, 0.370668
0.611350, 0.373411
0.611360, 0.452298
0.611370, 0.540996
0.611380, 0.600145
0.611390, 0.622979
0.611400, 0.610451
0.611410, 0.561799
0.611420, 0.479519
0.611430, 0.390902
0.611440, 0.361082
0.611450, 0.420243
0.611460, 0.512561
0.611470, 0.58388
0.611480, 0.619306
0.611490, 0.619066
0.611500, 0.583133
0.611510, 0.511311
0.611520, 0.418859
0.611530, 0.360544
0.611540, 0.391668
0.611550, 0.480817
0.611560, 0.562937
0.611570, 0.611234
0.611580, 0.623388
0.611590, 0.600144
0.611600, 0.540484
0.611610, 0.451227
0.611620, 0.372207
0.611630, 0.370217
0.611640, 0.447344
0.611650, 0.537355
0.611660, 0.598566
0.611670, 0.623355
0.611680, 0.612713
0.611690, 0.56594
0.611700, 0.484834
0.611710, 0.394484
0.611720, 0.359289
0.611730, 0.41468
0.611740, 0.507523
0.611750, 0.581105
0.611760, 0.618855
0.611770, 0.620806
0.611780, 0.587086
0.611790, 0.517148
0.611800, 0.424319
0.611810, 0.361001
0.611820, 0.386296
0.611830, 0.474429
0.611840, 0.558729
0.611850, 0.609714
0.611860, 0.624391
0.611870, 0.603652
0.611880, 0.546421
0.611890, 0.458105
0.611900, 0.375389
0.611910, 0.36614
0.611920, 0.439942
0.611930, 0.531531
0.611940, 0.595721
0.611950, 0.623399
0.611960, 0.615549
0.611970, 0.571609
0.611980, 0.492537
0.611990, 0.400346
0.612000, 0.357673
0.612010, 0.407004
0.612020, 0.500033
0.612030, 0.576673
0.612040, 0.617701
0.612050, 0.622751
0.612060, 0.592177
0.612070, 0.525086
0.612080, 0.43235
0.612090, 0.362714
0.612100, 0.379518
0.612110, 0.465479
0.612120, 0.552476
0.612130, 0.607103
0.612140, 0.625228
0.612150, 0.607908
0.612160, 0.554085
0.612170, 0.467532
0.612180, 0.380693
0.612190, 0.361701
0.612200, 0.430143
0.612210, 0.523317
0.612220, 0.591375
0.612230, 0.622895
0.612240, 0.618741
0.612250, 0.578591
0.612260, 0.502539
0.612270, 0.408826
0.612280, 0.356905
0.612290, 0.397482
0.612300, 0.489927
0.612310, 0.57032
0.612320, 0.615599
0.612330, 0.624665
0.612340, 0.598162
0.612350, 0.534939
0.612360, 0.443104
0.612370, 0.366371
0.612380, 0.371869
0.612390, 0.453923
0.612400, 0.543902
0.612410, 0.60312
0.612420, 0.625638
0.612430, 0.612643
0.612440, 0.563222
0.612450, 0.479475
0.612460, 0.388673
0.612470, 0.357679
0.612480, 0.418119
0.612490, 0.512464
0.612500, 0.585215
0.612510, 0.621554
0.612520, 0.622005
0.612530, 0.586593
0.612540, 0.514658
0.612550, 0.420245
0.612560, 0.357872
0.612570, 0.386595
0.612580, 0.477055
0.612590, 0.561712
0.612600, 0.612226
0.612610, 0.62624
0.612620, 0.604722
0.612630, 0.546425
0.612640, 0.456645
0.612650, 0.372771
0.612660, 0.364167
0.612670, 0.439812
0.612680, 0.53268
0.612690, 0.597407
0.612700, 0.625289
0.612710, 0.617521
0.612720, 0.57349
0.612730, 0.493782
0.612740, 0.399871
0.612750, 0.355126
0.612760, 0.404254
0.612770, 0.498717
0.612780, 0.576851
0.612790, 0.619011
0.612800, 0.624986
0.612810, 0.59524
0.612820, 0.528594
0.612830, 0.434813
0.612840, 0.361631
0.612850, 0.375143
0.612860, 0.461339
0.612870, 0.550447
0.612880, 0.607178
0.612890, 0.627102
0.612900, 0.611465
0.612910, 0.559156
0.612920, 0.472883
0.612930, 0.382725
0.612940, 0.357578
0.612950, 0.423402
0.612960, 0.518455
0.612970, 0.589521
0.612980, 0.623775
0.612990, 0.622136
0.613000, 0.584458
0.613010, 0.510147
0.613020, 0.414696
0.613030, 0.355344
0.613040, 0.389269
0.613050, 0.48187
0.613060, 0.565816
0.613070, 0.614819
0.613080, 0.627261
0.613090, 0.604083
0.613100, 0.543912
0.613110, 0.45254
0.613120, 0.369296
0.613130, 0.36434
0.613140, 0.442887
0.613150, 0.536083
0.613160, 0.599967
0.613170, 0.626798
0.613180, 0.617932
0.613190, 0.572639
0.613200, 0.491521
0.613210, 0.396896
0.613220, 0.353622
0.613230, 0.40529
0.613240, 0.5009
0.613250, 0.578937
0.613260, 0.620607
0.613270, 0.626018
0.613280, 0.595613
0.613290, 0.528091
0.613300, 0.433297
0.613310, 0.35978
0.613320, 0.374366
0.613330, 0.461874
0.613340, 0.551585
0.613350, 0.608446
0.613360, 0.628338
0.613370, 0.612604
0.613380, 0.560052
0.613390, 0.473151
0.613400, 0.381849
0.613410, 0.355877
0.613420, 0.422144
0.613430, 0.518174
0.613440, 0.590011
0.613450, 0.624803
0.613460, 0.6236
0.613470, 0.586288
0.613480, 0.512029
0.613490, 0.415626
0.613500, 0.354082
0.613510, 0.386609
0.613520, 0.479812
0.613530, 0.565056
0.613540, 0.61521
0.613550, 0.628628
0.613560, 0.606371
0.613570, 0.546969
0.613580, 0.455446
0.613590, 0.369791
0.613600, 0.361349
0.613610, 0.439009
0.613620, 0.533609
0.613630, 0.599261
0.613640, 0.627646
0.613650, 0.620225
0.613660, 0.576341
0.613670, 0.496058
0.613680, 0.399891
0.613690, 0.351868
0.613700, 0.400127
0.613710, 0.496376
0.613720, 0.576647
0.613730, 0.620498
0.613740, 0.627886
0.613750, 0.599444
0.613760, 0.533658
0.613770, 0.438767
0.613780, 0.360754
0.613790, 0.369215
0.613800, 0.455295
0.613810, 0.547233
0.613820, 0.606908
0.613830, 0.629358
0.613840, 0.616093
0.613850, 0.566001
0.613860, 0.480488
0.613870, 0.386326
0.613880, 0.352631
0.613890, 0.414139
0.613900, 0.511405
0.613910, 0.586539
0.613920, 0.624532
0.613930, 0.626311
0.613940, 0.592028
0.613950, 0.520379
0.613960, 0.423405
0.613970, 0.354586
0.613980, 0.378683
0.613990, 0.470614
0.614000, 0.559142
0.614010, 0.613167
0.614020, 0.630138
0.614030, 0.611396
0.614040, 0.555488
0.614050, 0.465597
0.614060, 0.375025
0.614070, 0.355774
0.614080, 0.428043
0.614090, 0.524859
0.614100, 0.59492
0.614110, 0.627513
0.614120, 0.62409
0.614130, 0.58432
0.614140, 0.507376
0.614150, 0.409571
0.614160, 0.350988
0.614170, 0.389052
0.614180, 0.484731
0.614190, 0.569468
0.614200, 0.618236
0.614210, 0.630172
0.614220, 0.606317
0.614230, 0.545017
0.614240, 0.451619
0.614250, 0.365953
0.614260, 0.360677
0.614270, 0.441398
0.614280, 0.53677
0.614290, 0.601974
0.614300, 0.629627
0.614310, 0.621397
0.614320, 0.57651
0.614330, 0.49487
0.614340, 0.397381
0.614350, 0.349566
0.614360, 0.399739
0.614370, 0.497529
0.614380, 0.57836
0.614390, 0.622298
0.614400, 0.629628
0.614410, 0.601029
0.614420, 0.534786
0.614430, 0.438734
0.614440, 0.358963
0.614450, 0.366754
0.614460, 0.453907
0.614470, 0.547215
0.614480, 0.607876
0.614490, 0.631041
0.614500, 0.618392
0.614510, 0.568775
0.614520, 0.483053
0.614530, 0.38687
0.614540, 0.349877
0.614550, 0.410284
0.614560, 0.508972
0.614570, 0.585969
0.614580, 0.625521
0.614590, 0.628663
0.614600, 0.595692
0.614610, 0.524978
0.614620, 0.427067
0.614630, 0.353825
0.614640, 0.373482
0.614650, 0.465378
0.614660, 0.556295
0.614670, 0.612787
0.614680, 0.631906
0.614690, 0.615226
0.614700, 0.561284
0.614710, 0.472083
0.614720, 0.377989
0.614730, 0.35147
0.614740, 0.42034
0.614750, 0.519075
0.614760, 0.592439
0.614770, 0.628052
0.614780, 0.627418
0.614790, 0.59046
0.614800, 0.515754
0.614810, 0.416688
0.614820, 0.350256
0.614830, 0.380417
0.614840, 0.475704
0.614850, 0.564122
0.614860, 0.616852
0.614870, 0.63236
0.614880, 0.612037
0.614890, 0.554187
0.614900, 0.462083
0.614910, 0.370633
0.614920, 0.353921
0.614930, 0.429659
0.614940, 0.527886
0.614950, 0.597906
0.614960, 0.630027
0.614970, 0.626021
0.614980, 0.585471
0.614990, 0.507254
0.615000, 0.407616
0.615010, 0.347948
0.615020, 0.387201
0.615030, 0.484835
0.615040, 0.570807
0.615050, 0.620202
0.615060, 0.632525
0.615070, 0.608952
0.615080, 0.547624
0.615090, 0.453145
0.615100, 0.364649
0.615110, 0.356843
0.615120, 0.438067
0.615130, 0.535469
0.615140, 0.602492
0.615150, 0.631562
0.615160, 0.624589
0.615170, 0.580853
0.615180, 0.499598
0.615190, 0.39983
0.615200, 0.346595
0.615210, 0.393549
0.615220, 0.492758
0.615230, 0.576453
0.615240, 0.622949
0.615250, 0.632509
0.615260, 0.606087
0.615270, 0.541716
0.615280, 0.445328
0.615290, 0.359863
